cluster_postcode,entity_1_kvk,entity_1_name,entity_1_insolvency,entity_1_bankruptcy_date,entity_2_kvk,entity_2_name,entity_2_insolvency,entity_2_bankruptcy_date,shared_sbi_codes,signals,name_similarity
7327AW,88827518,Al-Zet B.V.,F.05/25/348,2025-09-18,88827518,Al-Zet B.V.,F.16/25/456,2025-09-17,25400,same_postcode;shared_sbi;name_sim_1.00,1.00
4158CE,86999990,Flexmeister Europe B.V.,F.05/25/349,2025-09-18,86999990,Flexmeister Europe B.V.,F.16/25/457,2025-09-17,"62100,68320",same_postcode;shared_sbi;name_sim_1.00,1.00
6571CJ,85098477,MFE Aannemer / Interimkantoor B.V.,F.01/25/252,2025-09-17,85098477,MFE Aannemer / Interimkantoor B.V.,F.05/25/347,2025-09-18,"55101,56111,56300",same_postcode;shared_sbi;name_sim_1.00,1.00
3401MV,91541565,Damla Baklava B.V.,F.16/25/458,2025-09-19,91541565,Damla Baklava B.V.,F.09/25/321,2025-09-17,10850,same_postcode;shared_sbi;name_sim_1.00,1.00
3861PS,58838791,4TREX B.V.,F.05/25/350,2025-09-19,58838791,4TREX B.V.,F.08/25/242,2025-09-18,"52210,70201",same_postcode;shared_sbi;name_sim_1.00,1.00
3506GJ,33174618,Carpet-Land B.V.,S.13/25/19,2025-09-19,33174618,Carpet-Land B.V.,F.16/25/459,2025-09-22,"47525,47530",same_postcode;shared_sbi;name_sim_1.00,1.00
3506GJ,33181636,Fontainebleau Vastgoed B.V.,F.13/25/391,2025-09-25,33181636,Fontainebleau Vastgoed B.V.,F.16/25/470,2025-09-26,68203,same_postcode;shared_sbi;name_sim_1.00,1.00
2627AM,87939614,SB Home B.V.,F.10/25/354,2025-09-17,87939614,SB Home B.V.,F.09/25/323,2025-09-23,"47120,47551,47557",same_postcode;shared_sbi;name_sim_1.00,1.00
5301LX,20107818,Access Innovations B.V.,F.05/25/362,2025-09-25,20107818,Access Innovations B.V.,F.02/25/279,2025-09-24,61100,same_postcode;shared_sbi;name_sim_1.00,1.00
3045RD,71064249,Flex Europe Holding B.V.,F.10/25/351,2025-09-17,71064249,Flex Europe Holding B.V.,F.16/25/471,2025-09-25,64310,same_postcode;shared_sbi;name_sim_1.00,1.00
7547TD,56726384,Ailant Bouwtech B.V.,F.09/25/388,2025-12-03,56726384,Ailant Bouwtech B.V.,F.08/25/316,2025-12-04,"41000,42210,43212,43240",same_postcode;shared_sbi;name_sim_1.00,1.00
1398AD,91700612,Piet de Leeuw Muiden B.V.,F.16/26/30,2026-01-22,91700612,Piet de Leeuw Muiden B.V.,F.15/26/19,2026-01-21,55101,same_postcode;shared_sbi;name_sim_1.00,1.00
5654ED,93632754,Zwarte Diamant B.V.,F.01/25/263,2025-10-02,93632754,Zwarte Diamant B.V.,F.02/25/280,2025-10-01,20149,same_postcode;shared_sbi;name_sim_1.00,1.00
3991CT,70000360,PPS-Infra B.V.,F.16/25/491,2025-10-02,70000360,PPS-Infra B.V.,F.05/25/369,2025-10-01,70201,same_postcode;shared_sbi;name_sim_1.00,1.00
3065HJ,29034002,Goos Reclamemakers B.V.,F.09/25/332,2025-10-01,29034002,Goos Reclamemakers B.V.,F.10/25/374,2025-10-02,"18129,73110",same_postcode;shared_sbi;name_sim_1.00,1.00
3072MD,94207089,Cox Horeca Joya B.V.,F.10/25/373,2025-10-02,94207089,Cox Horeca Joya B.V.,F.03/25/256,2025-10-01,56112,same_postcode;shared_sbi;name_sim_1.00,1.00
4811BA,83357629,Beeorganic B.V.,F.09/25/330,2025-10-01,83357629,Beeorganic B.V.,F.02/25/287,2025-10-03,46311,same_postcode;shared_sbi;name_sim_1.00,1.00
8071CS,77075218,Slimair B.V.,F.05/25/371,2025-10-06,77075218,Slimair B.V.,F.15/25/259,2025-10-03,43222,same_postcode;shared_sbi;name_sim_1.00,1.00
8071CS,80278078,Slimair Installaties B.V.,F.15/25/270,2025-10-10,80278078,Slimair Installaties B.V.,F.05/25/376,2025-10-13,43222,same_postcode;shared_sbi;name_sim_1.00,1.00
4285WZ,34154741,Schneider B.V.,S.10/25/12,2025-10-06,34154741,Schneider B.V.,S.02/25/10,2025-10-07,"01192,49410",same_postcode;shared_sbi;name_sim_1.00,1.00
4285WZ,34154741,Schneider B.V.,S.10/25/12,2025-10-06,34154741,Schneider B.V.,F.02/25/293,2025-10-14,"01192,49410",same_postcode;shared_sbi;name_sim_1.00,1.00
4285WZ,34154741,Schneider B.V.,S.02/25/10,2025-10-07,34154741,Schneider B.V.,F.02/25/293,2025-10-14,"01192,49410",same_postcode;shared_sbi;name_sim_1.00,1.00
1055KA,57817332,Lukida B.V.,F.13/25/404,2025-10-08,57817332,Lukida B.V.,F.15/25/268,2025-10-09,78100,same_postcode;shared_sbi;name_sim_1.00,1.00
7556BV,67345107,Buzzzer B.V.,F.08/25/262,2025-10-09,67345107,Buzzzer B.V.,F.02/25/289,2025-10-08,"43120,46340,46390,46499",same_postcode;shared_sbi;name_sim_1.00,1.00
1521NJ,58221727,Myosotis ICT B.V.,F.13/25/402,2025-10-08,58221727,Myosotis ICT B.V.,F.15/25/269,2025-10-09,"62100,62900,78202,85591",same_postcode;shared_sbi;name_sim_1.00,1.00
4004JP,92412629,Pro TRM B.V.,F.10/25/379,2025-10-08,92412629,Pro TRM B.V.,F.05/25/375,2025-10-09,"43500,52210,78202",same_postcode;shared_sbi;name_sim_1.00,1.00
1507BA,85007773,Grillhelden H'waard B.V.,S.15/25/5,2025-09-09,85007773,Grillhelden H'waard B.V.,F.15/25/237,2025-09-17,"10850,47221,56210",same_postcode;shared_sbi;name_sim_1.00,1.00
2645BT,72299940,VR Arcade Delfgauw B.V.,F.13/25/403,2025-10-08,72299940,VR Arcade Delfgauw B.V.,F.09/25/346,2025-10-15,93299,same_postcode;shared_sbi;name_sim_1.00,1.00
3534AV,88486370,Stichting The Sew Crew Foundation,S.16/25/14,2025-10-13,88486370,Stichting The Sew Crew Foundation,F.16/25/505,2025-10-16,94997,same_postcode;shared_sbi;name_sim_1.00,1.00
2061XB,87280191,Brian Holding B.V.,F.13/25/416,2025-10-16,87280191,Brian Holding B.V.,F.16/25/504,2025-10-15,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
3083RD,84243163,CD Uitzendbureau B.V.,F.10/25/388,2025-10-16,84243163,CD Uitzendbureau B.V.,F.09/25/344,2025-10-15,78201,same_postcode;shared_sbi;name_sim_1.00,1.00
5503LT,17282675,Bestronics B.V.,F.01/25/279,2025-10-16,17282675,Bestronics B.V.,S.01/25/8,2025-10-10,"26110,26120,27900,71120,85591",same_postcode;shared_sbi;name_sim_1.00,1.00
5503LT,95652280,Sasta B.V.,S.01/25/14,2026-01-06,95652280,Sasta B.V.,F.01/26/14,2026-01-21,"26200,62100",same_postcode;shared_sbi;name_sim_1.00,1.00
1362JW,32143682,Dvize B.V.,F.05/25/377,2025-10-10,32143682,Dvize B.V.,F.16/25/507,2025-10-17,"46620,46643,74110",same_postcode;shared_sbi;name_sim_1.00,1.00
1214BD,87897229,The Art Of Food B.V.,F.16/25/512,2025-10-22,87897229,The Art Of Food B.V.,F.03/25/270,2025-10-15,47279,same_postcode;shared_sbi;name_sim_1.00,1.00
2913LV,74806769,Starlution B.V.,F.10/25/392,2025-10-22,74806769,Starlution B.V.,F.09/25/354,2025-10-23,46390,same_postcode;shared_sbi;name_sim_1.00,1.00
5232AG,32075162,Brandweertrainingscentrum Kleefse Waard B.V.,F.05/25/389,2025-10-23,32075162,Brandweertrainingscentrum Kleefse Waard B.V.,F.16/25/511,2025-10-22,"64210,85591",same_postcode;shared_sbi;name_sim_1.00,1.00
1105AG,70546932,Microbe&Lab B.V.,F.15/25/275,2025-10-22,70546932,Microbe&Lab B.V.,F.13/25/428,2025-10-23,32502,same_postcode;shared_sbi;name_sim_1.00,1.00
2629HD,75865122,Allimex Green Power Nederland B.V.,F.09/25/351,2025-10-23,75865122,Allimex Green Power Nederland B.V.,F.08/25/278,2025-10-22,46642,same_postcode;shared_sbi;name_sim_1.00,1.00
6825MV,09116610,MPS Systems B.V.,S.05/25/10,2025-10-24,09116610,MPS Systems B.V.,F.05/25/393,2025-10-29,"28990,46649",same_postcode;shared_sbi;name_sim_1.00,1.00
6825MV,84823747,MPS Supply Chain B.V.,S.05/25/12,2025-10-24,84823747,MPS Supply Chain B.V.,F.05/25/396,2025-10-29,28990,same_postcode;shared_sbi;name_sim_1.00,1.00
6825MV,09153024,MPS Holding B.V.,S.05/25/9,2025-10-24,09153024,MPS Holding B.V.,F.05/25/392,2025-10-29,"28990,46649,64210",same_postcode;shared_sbi;name_sim_1.00,1.00
6825MV,84826843,MPS Service & Commissioning B.V.,S.05/25/11,2025-10-24,84826843,MPS Service & Commissioning B.V.,F.05/25/394,2025-10-29,"33123,82100",same_postcode;shared_sbi;name_sim_1.00,1.00
6825MV,71438653,Gutenberg Holding B.V.,F.13/25/441,2025-11-05,71438653,Gutenberg Holding B.V.,F.05/25/406,2025-11-06,70102,same_postcode;shared_sbi;name_sim_1.00,1.00
1083AW,94869898,Naskip Almere B.V.,F.16/25/513,2025-10-24,94869898,Naskip Almere B.V.,F.13/25/427,2025-10-23,"56111,56112",same_postcode;shared_sbi;name_sim_1.00,1.00
1332ED,27251679,Keymer B.V.,F.16/25/514,2025-10-24,27251679,Keymer B.V.,F.09/25/350,2025-10-22,46411,same_postcode;shared_sbi;name_sim_1.00,1.00
7872PD,87324431,Muntinga Holding B.V.,F.08/25/282,2025-10-30,87324431,Muntinga Holding B.V.,F.18/25/295,2025-10-29,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
7872PD,95124675,Muntinga Vastgoed B.V.,F.08/25/283,2025-10-30,95124675,Muntinga Vastgoed B.V.,F.18/25/296,2025-10-29,"68110,68120",same_postcode;shared_sbi;name_sim_1.00,1.00
6411HK,77514947,Intrada Group Nederland B.V.,F.13/25/434,2025-10-29,77514947,Intrada Group Nederland B.V.,F.03/25/282,2025-10-30,"46461,62100,62900,68110,68120,68203,68320,85591,86992",same_postcode;shared_sbi;name_sim_1.00,1.00
8042PH,87666642,Simon de Haas Sneek B.V.,F.08/25/291,2025-11-07,87666642,Simon de Haas Sneek B.V.,F.18/25/308,2025-11-06,"46620,46837,46842",same_postcode;shared_sbi;name_sim_1.00,1.00
8042PH,02059622,Simon de Haas Groningen B.V.,F.08/25/290,2025-11-07,02059622,Simon de Haas Groningen B.V.,F.18/25/307,2025-11-06,"46837,46838,46842",same_postcode;shared_sbi;name_sim_1.00,1.00
7951KP,67505368,Grondverzetbedrijf Dunnink B.V.,F.08/25/281,2025-10-29,67505368,Grondverzetbedrijf Dunnink B.V.,S.08/25/6,2025-12-18,43120,same_postcode;shared_sbi;name_sim_1.00,1.00
7951KP,67505368,Grondverzetbedrijf Dunnink B.V.,F.08/25/281,2025-10-29,67505368,Grondverzetbedrijf Dunnink B.V.,F.08/25/339,2025-12-22,43120,same_postcode;shared_sbi;name_sim_1.00,1.00
7951KP,67505368,Grondverzetbedrijf Dunnink B.V.,S.08/25/6,2025-12-18,67505368,Grondverzetbedrijf Dunnink B.V.,F.08/25/339,2025-12-22,43120,same_postcode;shared_sbi;name_sim_1.00,1.00
5611BA,86749943,Microtuin B.V.,S.01/25/9,2025-11-05,86749943,Microtuin BV,S.16/25/15,2025-11-12,68203,same_postcode;shared_sbi;name_sim_1.00,1.00
5611BA,86749943,Microtuin B.V.,S.01/25/9,2025-11-05,86749943,Microtuin B.V.,F.16/25/544,2025-11-18,68203,same_postcode;shared_sbi;name_sim_1.00,1.00
5611BA,86749943,Microtuin BV,S.16/25/15,2025-11-12,86749943,Microtuin B.V.,F.16/25/544,2025-11-18,68203,same_postcode;shared_sbi;name_sim_1.00,1.00
1042BB,90876881,DC Multiservices B.V.,F.15/25/287,2025-11-05,90876881,DC Multiservices B.V.,F.13/25/447,2025-11-06,"78202,81210,81221",same_postcode;shared_sbi;name_sim_1.00,1.00
7475NS,08044541,Rent-a-Tent B.V.,F.05/25/429,2025-11-27,08044541,Rent-a-Tent B.V.,F.08/25/311,2025-11-26,55201,same_postcode;shared_sbi;name_sim_1.00,1.00
7475NS,08133013,T.A.R. Activa B.V.,F.05/26/12,2026-01-16,08133013,T.A.R. Activa B.V.,F.08/26/14,2026-01-15,55201,same_postcode;shared_sbi;name_sim_1.00,1.00
2691HA,59838264,R. de Hilster Betonwerken B.V.,F.09/25/364,2025-11-05,59838264,R. de Hilster Betonwerken B.V.,S.09/25/12,2025-11-07,71120,same_postcode;shared_sbi;name_sim_1.00,1.00
1816MJ,60794968,DE WIT ADVOCATEN B.V.,F.15/25/280,2025-11-05,60794968,DE WIT ADVOCATEN B.V.,F.13/25/446,2025-11-06,69101,same_postcode;shared_sbi;name_sim_1.00,1.00
1816MJ,60794747,Sabrosan Holding B.V.,F.15/25/293,2025-11-12,60794747,Sabrosan Holding B.V.,F.13/25/457,2025-11-13,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
2171AE,81154917,Lanworld B.V.,F.10/25/399,2025-11-05,81154917,Lanworld B.V.,F.09/25/365,2025-11-06,"46500,62200",same_postcode;shared_sbi;name_sim_1.00,1.00
2011MA,30288571,Winst uit je woning: Samen inkopen B.V.,F.15/25/292,2025-11-06,30288571,Winst uit je woning: Samen inkopen B.V.,F.16/25/525,2025-11-05,63910,same_postcode;shared_sbi;name_sim_1.00,1.00
3114AB,80936016,Finance4sure Exclusive B.V.,F.16/25/531,2025-11-05,80936016,Finance4sure Exclusive B.V.,F.10/25/406,2025-11-06,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
2991BB,71637001,Poke Bowl NB B.V.,F.10/25/405,2025-11-06,71637001,Poke Bowl NB B.V.,F.01/25/295,2025-11-05,"47210,47230,56112",same_postcode;shared_sbi;name_sim_1.00,1.00
4612RM,24235584,Marine-Solutions B.V.,F.10/25/402,2025-11-05,24235584,Marine-Solutions B.V.,F.02/25/316,2025-11-06,"47910,72100",same_postcode;shared_sbi;name_sim_1.00,1.00
2496SV,76717321,Go Sharing B.V.,F.05/25/405,2025-11-06,76717321,Go Sharing B.V.,F.09/25/367,2025-11-07,"47810,77112,95311",same_postcode;shared_sbi;name_sim_1.00,1.00
2375AR,90052951,SurvivX B.V.,F.09/25/366,2025-11-07,90052951,SurvivX B.V.,F.05/25/404,2025-11-06,72100,same_postcode;shared_sbi;name_sim_1.00,1.00
5705BX,92848540,BAB Shortlease I B.V.,S.01/25/10,2025-11-12,92848540,BAB Shortlease I B.V.,F.01/25/308,2025-11-18,77390,same_postcode;shared_sbi;name_sim_1.00,1.00
5705BX,94616558,BAB Shortlease II B.V.,S.01/25/11,2025-11-12,94616558,BAB Shortlease II B.V.,F.01/25/309,2025-11-18,77390,same_postcode;shared_sbi;name_sim_1.00,1.00
6225NB,82205205,Ammehoela B.V.,F.16/25/520,2025-11-05,82205205,Ammehoela B.V.,F.03/25/293,2025-11-13,47714,same_postcode;shared_sbi;name_sim_1.00,1.00
3641RP,86134744,MY BRAND GLOBAL B.V.,F.16/25/543,2025-11-13,86134744,MY BRAND GLOBAL B.V.,F.13/25/456,2025-11-12,"46421,46424",same_postcode;shared_sbi;name_sim_1.00,1.00
1121DS,75331853,In Amsterdam We Trust B.V.,F.13/25/455,2025-11-12,75331853,In Amsterdam We Trust B.V.,F.15/25/301,2025-11-13,"46421,47713",same_postcode;shared_sbi;name_sim_1.00,1.00
3031EL,57728151,Qoppel B.V.,F.10/25/416,2025-11-13,57728151,Qoppel B.V.,F.09/25/372,2025-11-12,78201,same_postcode;shared_sbi;name_sim_1.00,1.00
4714HC,92174434,The Fashion Club Middelburg B.V.,F.02/25/323,2025-11-13,92174434,The Fashion Club Middelburg B.V.,F.10/25/410,2025-11-12,"47713,47716",same_postcode;shared_sbi;name_sim_1.00,1.00
1082KT,66218047,Maestro men s dresscode B.V.,F.16/25/535,2025-11-12,66218047,Maestro men s dresscode B.V.,F.13/25/458,2025-11-13,47711,same_postcode;shared_sbi;name_sim_1.00,1.00
4206CL,71219528,BBR Transport B.V.,F.15/25/187,2025-07-23,71219528,BBR Transport B.V.,F.10/25/418,2025-11-14,"49410,52109,52250",same_postcode;shared_sbi;name_sim_1.00,1.00
7812LP,77126025,Van Burgel B.V.,F.08/25/305,2025-11-20,77126025,Van Burgel B.V.,F.18/25/322,2025-11-19,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
1811LS,84545437,vers company B.V.,S.02/25/11,2025-11-19,84545437,vers company B.V.,F.02/25/343,2025-12-01,10390,same_postcode;shared_sbi;name_sim_1.00,1.00
9723BG,88573451,De Verbinding Leeuwarden B.V.,S.18/25/13,2025-11-19,88573451,De Verbinding Leeuwarden B.V.,F.18/25/331,2025-11-24,"43320,46838,47526",same_postcode;shared_sbi;name_sim_1.00,1.00
9723BG,88492591,De Verbinding Rotterdam B.V.,F.18/25/330,2025-11-24,88492591,De Verbinding Rotterdam B.V.,S.18/25/12,2025-11-19,"64210,84123",same_postcode;shared_sbi;name_sim_1.00,1.00
9723BG,04084767,De Verbinding Groningen B.V.,F.18/25/329,2025-11-24,04084767,De Verbinding Groningen B.V.,S.18/25/11,2025-11-19,22230,same_postcode;shared_sbi;name_sim_1.00,1.00
9723BG,88491471,De Verbinding B.V.,F.18/25/328,2025-11-24,88491471,De Verbinding B.V.,S.18/25/10,2025-11-19,"64210,70101,70201",same_postcode;shared_sbi;name_sim_1.00,1.00
3447GX,65235630,Beheer- en Beleggingsmaatschappij Rojuma III B.V.,F.10/25/420,2025-11-19,65235630,Beheer- en Beleggingsmaatschappij Rojuma III B.V.,F.16/25/552,2025-11-24,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
8252ES,86169866,SourcesNRG B.V.,F.16/25/551,2025-11-24,86169866,SourcesNRG B.V.,F.13/25/460,2025-11-19,43211,same_postcode;shared_sbi;name_sim_1.00,1.00
1446AR,87919389,Unique Platform Service B.V.,F.13/25/472,2025-11-26,87919389,Unique Platform Service B.V.,F.15/25/318,2025-11-27,"43211,43212,63910",same_postcode;shared_sbi;name_sim_1.00,1.00
3911CG,70798125,Willemsen Bouw & Onderhoud B.V.,F.16/25/568,2025-11-27,70798125,Willemsen Bouw & Onderhoud B.V.,F.05/25/419,2025-11-26,41000,same_postcode;shared_sbi;name_sim_1.00,1.00
4827MB,86667254,FAMI DIENSTVERLENING B.V.,F.10/25/432,2025-11-26,86667254,FAMI DIENSTVERLENING B.V.,F.02/25/341,2025-11-27,"81210,81221",same_postcode;shared_sbi;name_sim_1.00,1.00
3763LV,20044597,Camping Bovensluis B.V.,F.16/25/592,2025-12-15,20044597,Camping Bovensluis B.V.,F.02/25/355,2025-12-10,"47810,55300,95311",same_postcode;shared_sbi;name_sim_1.00,1.00
2984BT,73146927,Freightned Beheer B.V.,F.02/25/340,2025-11-27,73146927,Freightned Beheer B.V.,F.10/25/428,2025-11-26,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
2984BT,84335009,FreightNed Zwaar Transport B.V.,S.10/25/17,2025-12-12,84335009,FreightNed Zwaar Transport B.V.,S.02/25/12,2025-12-17,"49410,52109",same_postcode;shared_sbi;name_sim_1.00,1.00
4815HK,85208043,Endes Car Wellness B.V.,F.10/25/434,2025-11-26,85208043,Endes Car Wellness B.V.,F.02/25/342,2025-11-27,95316,same_postcode;shared_sbi;name_sim_1.00,1.00
4141CE,52963101,Café Het goede Heertje B.V.,F.05/25/426,2025-11-27,52963101,Café Het goede Heertje B.V.,F.16/25/569,2025-12-01,56300,same_postcode;shared_sbi;name_sim_1.00,1.00
5222BG,68244673,PeelPioneers B.V.,F.01/25/333,2025-12-04,68244673,PeelPioneers B.V.,S.01/25/12,2025-12-05,10390,same_postcode;shared_sbi;name_sim_1.00,1.00
1025ZJ,85489336,Tann Team B.V.,F.13/25/499,2025-12-04,85489336,Tann Team B.V.,F.16/25/571,2025-12-03,86230,same_postcode;shared_sbi;name_sim_1.00,1.00
5158NJ,11032545,Vofatec Procesinstallaties B.V.,F.05/25/436,2025-12-03,11032545,Vofatec Procesinstallaties B.V.,F.01/25/334,2025-12-04,"25110,71120,78202",same_postcode;shared_sbi;name_sim_1.00,1.00
9403AB,88557464,Ibis facilitair B.V.,F.16/25/570,2025-12-03,88557464,Ibis facilitair B.V.,F.16/25/577,2025-12-09,"81100,81210",same_postcode;shared_sbi;name_sim_1.00,1.00
9403AB,88557464,Ibis facilitair B.V.,F.16/25/570,2025-12-03,88557464,Ibis facilitair B.V.,F.18/25/352,2025-12-10,"81100,81210",same_postcode;shared_sbi;name_sim_1.00,1.00
9403AB,88557464,Ibis facilitair B.V.,F.16/25/577,2025-12-09,88557464,Ibis facilitair B.V.,F.18/25/352,2025-12-10,"81100,81210",same_postcode;shared_sbi;name_sim_1.00,1.00
3011XG,83124381,Tandartspraktijk D.A. Binda B.V.,F.13/25/497,2025-12-04,83124381,Tandartspraktijk D.A. Binda B.V.,F.10/25/436,2025-12-03,86230,same_postcode;shared_sbi;name_sim_1.00,1.00
1012SB,69445206,Accopera B.V.,F.16/25/576,2025-12-03,69445206,Accopera B.V.,F.13/25/500,2025-12-04,"55201,55900",same_postcode;shared_sbi;name_sim_1.00,1.00
4781PA,24430127,Aqua Navis Investment B.V.,F.02/25/350,2025-12-04,24430127,Aqua Navis Investment B.V.,F.10/25/442,2025-12-03,"50401,56111,64923",same_postcode;shared_sbi;name_sim_1.00,1.00
6883AX,56250800,DVR Solutions B.V.,S.05/25/15,2025-12-09,56250800,DVR Solutions B.V.,S.16/25/16,2025-12-09,"62100,62200,63100",same_postcode;shared_sbi;name_sim_1.00,1.00
6883AX,56250800,DVR Solutions B.V.,S.05/25/15,2025-12-09,56250800,DVR Solutions B.V.,F.05/25/445,2025-12-11,"62100,62200,63100",same_postcode;shared_sbi;name_sim_1.00,1.00
6883AX,56250800,DVR Solutions B.V.,S.16/25/16,2025-12-09,56250800,DVR Solutions B.V.,F.05/25/445,2025-12-11,"62100,62200,63100",same_postcode;shared_sbi;name_sim_1.00,1.00
6604CW,61155683,Abi Transport B.V.,F.02/25/354,2025-12-10,61155683,Abi Transport B.V.,F.05/25/446,2025-12-11,49410,same_postcode;shared_sbi;name_sim_1.00,1.00
5373AE,87799278,Yume Herpen B.V.,F.01/25/339,2025-12-10,87799278,Yume Herpen B.V.,F.08/25/332,2025-12-11,"56111,56112",same_postcode;shared_sbi;name_sim_1.00,1.00
5617BR,70225206,Rubinati Benelux B.V.,F.16/25/583,2025-12-10,70225206,Rubinati Benelux B.V.,F.01/25/340,2025-12-11,"46370,46500",same_postcode;shared_sbi;name_sim_1.00,1.00
5614AX,20095429,Stichting Administratiekantoor Fles Beheer,F.02/25/356,2025-12-10,20095429,Stichting Administratiekantoor Fles Beheer,F.01/25/341,2025-12-11,66191,same_postcode;shared_sbi;name_sim_1.00,1.00
6021JN,59381159,MonitAir B.V.,S.01/25/13,2025-12-09,59381159,MonitAir B.V.,F.01/25/342,2025-12-12,"26600,62100",same_postcode;shared_sbi;name_sim_1.00,1.00
6021JN,59381159,MonitAir B.V.,S.01/25/13,2025-12-09,59381159,MonitAir B.V.,S.05/25/14,2025-12-08,"26600,62100",same_postcode;shared_sbi;name_sim_1.00,1.00
6021JN,59381159,MonitAir B.V.,F.01/25/342,2025-12-12,59381159,MonitAir B.V.,S.05/25/14,2025-12-08,"26600,62100",same_postcode;shared_sbi;name_sim_1.00,1.00
1031HP,74574493,Digital Art Museum B.V.,F.13/25/509,2025-12-15,74574493,Digital Art Museum B.V.,S.13/25/24,2025-12-11,"47120,91211",same_postcode;shared_sbi;name_sim_1.00,1.00
3232HE,77914074,KWB Service B.V.,F.10/25/455,2025-12-15,77914074,KWB Service B.V.,F.05/25/447,2025-12-12,"41000,43221,43990,81301",same_postcode;shared_sbi;name_sim_1.00,1.00
3701HL,97057185,Castle Wall Group B.V.,F.13/25/514,2025-12-17,97057185,Castle Wall Group B.V.,F.16/25/602,2025-12-19,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
2585EW,81279213,Huid Den Haag B.V.,F.09/25/404,2025-12-24,81279213,Huid Den Haag B.V.,F.10/25/479,2025-12-25,"62100,77390,85591,86994",same_postcode;shared_sbi;name_sim_1.00,1.00
7471GX,92036295,Taxi Vervoerscentrale Nederland B.V.,F.13/25/527,2025-12-30,92036295,Taxi Vervoerscentrale Nederland B.V.,F.08/25/345,2025-12-31,49330,same_postcode;shared_sbi;name_sim_1.00,1.00
3741GA,73550019,On Air B.V.,F.16/25/615,2025-12-31,73550019,On Air B.V.,F.13/25/526,2025-12-24,"59111,62100",same_postcode;shared_sbi;name_sim_1.00,1.00
6369EW,58630481,Nutrition Company B.V.,S.03/25/3,2025-12-31,58630481,Nutrition Company B.V.,F.03/26/1,2026-01-05,"46390,78202",same_postcode;shared_sbi;name_sim_1.00,1.00
1261HM,77671546,Monstera Management B.V.,F.16/25/618,2026-01-01,77671546,Monstera Management B.V.,F.13/25/525,2025-12-24,"64310,70201",same_postcode;shared_sbi;name_sim_1.00,1.00
1261HM,64647005,Kula B.V.,F.16/25/617,2026-01-01,64647005,Kula B.V.,F.13/25/524,2025-12-24,74990,same_postcode;shared_sbi;name_sim_1.00,1.00
3843XC,83134387,Compleet verbouwen B.V.,F.10/25/480,2025-12-31,83134387,Compleet verbouwen B.V.,F.05/26/1,2026-01-06,"41000,46832",same_postcode;shared_sbi;name_sim_1.00,1.00
3814WS,81761643,Winst Partners Holding B.V.,F.15/26/8,2026-01-12,81761643,Winst Partners Holding B.V.,F.16/26/1,2026-01-07,64210,same_postcode;shared_sbi;name_sim_1.00,1.00
3992AE,90440412,Impact Factoring I B.V.,S.16/26/1,2026-01-08,90440412,Impact Factoring I B.V.,F.16/26/31,2026-01-27,"64922,66199,82910",same_postcode;shared_sbi;name_sim_1.00,1.00
3992AE,68162197,Dutch Finance Lab B.V.,S.16/26/3,2026-01-26,68162197,Dutch Finance Lab B.V.,F.16/26/32,2026-01-27,"64210,64999,82910",same_postcode;shared_sbi;name_sim_1.00,1.00
6522EW,85519308,ROSTIG B.V.,S.16/26/2,2026-01-14,85519308,ROSTIG B.V.,S.05/26/1,2026-01-14,"47789,55300",same_postcode;shared_sbi;name_sim_1.00,1.00
